"Janet Jackson","When I Think Of You"
"Janis Ian","At Seventeen"
"Janis Joplin","Me And Bobby McGee"
"Jason Aldean","Big Green Tractor"
"Jason Derulo","In My Head"
"Jason Derulo","Whatcha Say"
"Jay Ferguson","Thunder Island"
Jay-Z,"Change Clothes"
Jay-Z,"Dirt Off Your Shoulder"
Jay-Z,"Hard Knock Life"
"Jean Knight","Mr. Big Stuff"
"Jeannie C. Riley","Harper Valley P.T.A."
"Jefferson Airplane","Somebody To Love"
"Jefferson Airplane","Somebody to Love"
"Jefferson Airplane","White Rabbit"
"Jefferson Starship","Count On Me"
"Jefferson Starship","With Your Love"
"Jennifer Lopez","Ain't It Funny"
"Jennifer Lopez","Get Right"
"Jennifer Lopez","I'm Gonna Be Alright"
"Jennifer Lopez","If You Had My Love"
"Jennifer Lopez","Jenny From The Block"
"Jennifer Lopez","Love Don't Cost A Thing"
"Jennifer Lopez",Play
"Jennifer Lopez","Waiting For Tonight"
"Jennifer Warnes","Right Time Of The Night"
Jeremih,"Birthday Sex"
"Jermaine Jackson","Daddy's Home"
"Jermaine Jackson","Do What You Do"
"Jermaine Jackson","Let's Get Serious"
"Jerry Lee Lewis","Great Balls Of Fire"
"Jessica Simpson","I Wanna Love You Forever"
"Jessica Simpson",Irresistible
"Jessica Simpson","With You"
"Jesus Jones","Real Real Real"
"Jim Jones","We Fly High"
"Jim Reeves","Four Walls"
"Jim Reeves","He'll Have To Go"
"Jimmie Rodgers",Secretly
"Jimmy Buffett",Margaritaville
"Jimmy Clanton","Go Jimmy Go"
"Jimmy Clanton","Just A Dream"
"Jimmy Clanton","Just a Dream"
"Jimmy Clanton","Venus In Blue Jeans"
"Jimmy Eat World","The Middle"
"Jimmy Ruffin","What Becomes Of The Brokenhearted"
"Jimmy Ruffin","What Becomes of the Brokenhearted"
"Joan Baez","The Night They Drove Old Dixie Down"
"Joan Osborne","One Of Us"
Jodeci,"Freek'n You"
"Jody Watley","Looking For A New Love"
"Joe Cocker","The Letter"
"Joe South","Games People Play"
"Joe South","Walk A Mile In My Shoes"
"Joe Walsh","Life's Been Good"
"John Denver","Annie's Song"
"John Denver","Rocky Mountain High"
"John Denver","Sunshine On My Shoulders"
"John Denver","Thank God I'm A Country Boy"
"John Legend","Ordinary People"
"John Lennon","Watching The Wheels"
"John Stewart",Gold
"John Travolta","Let Her In"
"John Waite","Missing You"
"Johnnie Taylor","Disco Lady"
"Johnnie Taylor","I Believe In You"
"Johnny Bristol","Hang On In There Baby"
"Johnny Burnette","Dreamin'"
"Johnny Cash","A Boy Named Sue"
"Johnny Cash","Guess Things Happen That Way"
"Johnny Cash","I Walk The Line"
"Johnny Cash","I Walk the Line"
"Johnny Cash","Ring Of Fire"
"Johnny Cash","Ring of Fire"
"Johnny Gill","Rub You The Right Way"
"Johnny Hates Jazz","Shattered Dreams"
"Johnny Horton","Sink The Bismark"
"Johnny Horton","The Battle Of New Orleans"
"Johnny Mathis","It's Not For Me To Say"
"Johnny Mathis","Wonderful! Wonderful!"
"Johnny Nash","Hold Me Tight"
"Johnny Nash","I Can See Clearly Now"
"Johnny Nash","Stir It Up"
"Johnny Tillotson","It Keeps Right On A-Hurtin'"
"Johnny Tillotson","It Keeps Right on A-Hurtin'"
"Johnny Tillotson","Poetry In Motion"
"Johnny Tillotson","Poetry in Motion"
"Johnny Tillotson","Without You"
"Jon B.","THEY DON'T KNOW"
"Jon Secada",Angel
"Jon Secada","Do You Believe In Us"
"Jon Secada","If You Go"
"Jon Secada","Just Another Day"
"Jonas Brothers","Burnin' Up"
"Jordin Sparks",Battlefield
"Jordin Sparks","One Step At A Time"
"Jordin Sparks",Tattoo
Journey,Faithfully
Journey,"Open Arms"
Journey,"When You Love A Woman"
"Judy Collins","Amazing Grace"
"Junior M.A.F.I.A.","Get Money"
"Justin Bieber","One Time"
"Justin Timberlake","Cry Me A River"
"Justin Timberlake","Like I Love You"
"Justin Timberlake","My Love"
"Justin Timberlake","Rock Your Body"
"Justin Timberlake","Summer Love"
Kajagoogoo,"Too Shy"
Kansas,"Carry On Wayward Son"
Kansas,"Dust In The Wind"
Kansas,"Dust in The Wind"
"Kanye West","Flashing Lights"
"Kanye West","Gold Digger"
"Kanye West","Jesus Walks"
"Kanye West","Love Lockdown"
"Kanye West",Stronger
"Kanye West","Through The Wire"
"Karla Bonoff",Personally
"Katrina And The Waves","Walking On Sunshine"
"Katy Perry","Hot N Cold"
"Katy Perry","I Kissed A Girl"
"Katy Perry","Waking Up In Vegas"
Ke$ha,"Take It Off"
Ke$ha,"TiK ToK"
Ke$ha,"Your Love Is My Drug"
"Keith Sweat","I Want Her"
"Keith Urban","You'll Think Of Me"
Kelis,Milkshake
"Kelly Clarkson","A Moment Like This"
"Kelly Clarkson","Already Gone"
"Kelly Clarkson","Because Of You"
"Kelly Clarkson","Behind These Hazel Eyes"
"Kelly Clarkson",Breakaway
"Kelly Clarkson","I Do Not Hook Up"
"Kelly Clarkson","Miss Independent"
"Kelly Clarkson","My Life Would Suck Without You"
"Kelly Clarkson","Never Again"
"Kelly Clarkson","Since U Been Gone"
"Kelly Clarkson","Walk Away"
"Kenny Chesney","How Forever Feels"
"Kenny Chesney","I Go Back"
"Kenny Chesney","The Good Stuff"
"Kenny Loggins","Danger Zone"
"Kenny Loggins",Footloose
"Kenny Loggins","Meet Me Half Way"
"Kenny Loggins","This Is It"
"Kenny Rogers","Coward Of The County"
"Kenny Rogers",Lady
"Kenny Rogers",Lucille
"Kenny Rogers","She Believes In Me"
"Kenny Rogers","Something's Burning"
"Kenny Rogers","The Gambler"
"Kenny Rogers","Through The Years"
"Kenny Rogers","Through the Years"
"Kevin Lyttle","TURN ME ON"
"Kevin Lyttle","Turn Me On"
"Keyshia Cole","Heaven Sent"
"Keyshia Cole","I Remember"
"Keyshia Cole",Love
"Kid Cudi","Day 'N' Nite"
"Kid Rock","All Summer Long"
"Kim Carnes","Bette Davis Eyes"
"Kim Carnes","More Love"
"Kim Wilde","Kids In America"
"Kim Wilde","You Keep Me Hangin' On"
"Kings Of Leon","Use Somebody"
"Kingston Trio","The Tijuana Jail"
"Kingston Trio","Tom Dooley"
"Kingston Trio","Where Have All The Flowers Gone"
"Kingston Trio","Where Have All the Flowers Gone"
Kiss,Forever
Kiss,"I Was Made For Lovin' You"
Kiss,"Rock And Roll All Nite"
"Kool And The Gang",Celebration
"Kool And The Gang",Fresh
"Kool And The Gang","Get Down On It"
"Kool And The Gang",Joanna
"Kool And The Gang","Too Hot"
"Kool And The Gang",Victory
"Kris Allen","Live Like We're Dying"
"Kris Kristofferson","Why Me"
"Kris Kross",Alright
"Kris Kross",Jump
"Kris Kross","Tonite'S Tha Night"
"Kris Kross","Warm It Up"
"LL Cool J","Around The Way Girl"
"LL Cool J",Headsprung
"LL Cool J","Luv U Better"
LaBelle,"Lady Marmalade"
"Lady Antebellum","American Honey"
"Lady Antebellum","I Run To You"
"Lady Antebellum","Need You Now"
"Lady GaGa",Alejandro
"Lady GaGa","Bad Romance"
"Lady GaGa",LoveGame
"Lady GaGa",Paparazzi
"Lady GaGa","Poker Face"
"Lamont Dozier","Trying To Hold On To My Woman"
"Laura Branigan","Self Control"
"Lauryn Hill",Ex-Factor
"LeAnn Rimes","How Do I Live"
"Lee Ann Womack","I Hope You Dance"
"Lee Dorsey","Working In The Coal Mine"
"Lee Dorsey","Ya Ya"
"Lee Michaels","Do You Know What I Mean"
"Lemon Pipers","Green Tambourine"
"Lenny Kravitz",Again
"Lenny Kravitz","Fly Away"
"Leo Sayer","More Than I Can Say"
"Leona Lewis","Better in time"
"Leona Lewis","Bleeding Love"
"Les Baxter","Unchained Melody"
"Lesley Gore","California Nights"
"Lesley Gore","It's My Party"
"Lesley Gore","Judy's Turn To Cry"
"Lesley Gore","She's A Fool"
"Lesley Gore","You Don't Own Me"
"Level 42","Something About You"
Lifehouse,"First Time"
Lifehouse,"Hanging By A Moment"
"Lil Wayne","A Milli"
"Linda Ronstadt","You're No Good"
"Lionel Richie","All Night Long"
"Lionel Richie","Ballerina Girl"
"Lionel Richie","Dancing On The Ceiling"
"Lionel Richie",Hello
"Lionel Richie","Love Will Conquer All"
"Lionel Richie","My Love"
"Lionel Richie","Penny Lover"
"Lionel Richie","Running With The Night"
"Lionel Richie","Stuck On You"
"Lisa Stansfield","All Around The World"
"Lita Ford","Close My Eyes Forever"
"Little Anthony and The Imperials","Tears On My Pillow"
"Little Richard","Jenny Jenny"
"Little Richard","Keep A Knockin'"
"Little Richard","Long Tall Sally"
"Little River Band","Cool Change"
"Little River Band",Lady
"Little River Band","Lonesome Loser"
"Little River Band","Man On Your Mind"
"Little River Band",Reminiscing
"Little River Band","Take It Easy On Me"
"Little River Band","The Other Guy"
"Lonnie Donegan","Rock Island Line"
"Los Lobos","La Bamba"
"Los Lonely Boys",Heaven
"Lou Christie","I'M GONNA MAKE YOU MINE"
"Lou Christie","I'm Gonna Make You Mine"
"Lou Christie","Lightnin' Strikes"
"Lou Christie","TWO FACES HAVE I"
"Lou Christie","Two Faces Have I"
"Lou Rawls","You'll Never Find Another Love Like Mine"
"Love and Rockets","So Alive"
Loverboy,"Hot Girls In Love"
Loverboy,"Working For The Weekend"
"Lovin' Spoonful",Daydream
"Lupe Fiasco",Superstar
"Luscious Jackson","Naked Eye"
"Luther Vandross","Here And Now"
"Lynn Anderson","Rose Garden"
"Lynyrd Skynyrd","What's Your Name"
"Mac Davis","Baby Don't Get Hooked On Me"
"Mac Davis","One Hell Of A Woman"
"Macy Gray","I Try"
Madonna,Borderline
Madonna,Cherish
Madonna,Holiday
Madonna,"Like A Prayer"
Madonna,"Live To Tell"
Madonna,"Papa Don't Preach"
"Manfred Mann","The Mighty Quinn"
"Marc Anthony","I Need To Know"
"Marc Anthony","You Sang To Me"
"Maria Muldaur","Midnight At The Oasis"
"Mariah Carey","Always Be My Baby"
"Mariah Carey","Anytime You Need A Friend"
"Mariah Carey","Don't Forget About Us"
"Mariah Carey",Dreamlover
"Mariah Carey",EMOTIONS
"Mariah Carey",Emotions
"Mariah Carey",FANTASY
"Mariah Carey",Fantasy
"Mariah Carey",Hero
"Mariah Carey",Honey
"Mariah Carey","I Don't Wanna Cry"
"Mariah Carey","I Still Believe"
"Mariah Carey","I'll Be There"
"Mariah Carey","It's Like That"
"Mariah Carey","Love Takes Time"
"Mariah Carey","Make It Happen"
"Mariah Carey","My All"
"Mariah Carey",Obsessed
"Mariah Carey",Someday
"Mariah Carey","Touch My Body"
"Mariah Carey","Vision Of Love"
"Mariah Carey","We Belong Together"
"Mario Lanza","Be My Love"
"Mark Wills","19 Somethin'"
Marmalade,"Reflections Of My Life"
"Maroon 5","Makes Me Wonder"
"Maroon 5","She Will Be Loved"
"Maroon 5","This Love"
"Martha and the Vandellas","Dancing In The Street"
"Martha and the Vandellas","Nowhere To Run"
"Marty Robbins","A White Sport Coat"
"Marty Robbins","Don't Worry"
"Marty Robbins","El Paso"
"Marvin Gaye","I Heard It Through The Grapevine"
"Marvin Gaye","I'll Be Doggone"
"Marvin Gaye","Let's Get It On"
"Marvin Gaye","Pride And Joy"
"Marvin Gaye","Sexual Healing"
"Marvin Gaye","That's The Way Love Is"
"Marvin Gaye","Too Busy Thinking About My Baby"
"Marvin Gaye","What's Going On"
"Mary Hopkin","Those Were The Days"
"Mary J. Blige","Be Without You"
"Mary J. Blige","No More Drama"
"Mary Jane Girls","In My House"
"Mary Wells","My Guy"
"Mary Wells","My guy"
"Mary Wells","The One Who Really Loves You"
"Mary Wells","You Beat Me To The Punch"
"Mary Wells","You Beat Me to the Punch"
"Matthews' Southern Comfort",Woodstock
"Maxi Priest","Close To You"
"Maxine Nightingale","Right Back Where We Started From"
Maxwell,"Pretty Wings"
"Mellow Man Ace",Mentirosa
"Men Without Hats","The Safety Dance"
Metallica,"Until It Sleeps"
"Metro Station","Shake It"
"Miami Sound Machine","Bad Boy"
"Miami Sound Machine",Conga
"Miami Sound Machine","Words Get In The Way"
"Michael Bolton","How Am I Supposed To Live Without You"
"Michael Bolton","Love Is A Wonderful Thing"
"Michael Bolton","When I'm Back On My Feet Again"
"Michael Jackson",Bad
"Michael Jackson",Ben
"Michael Jackson","Billie Jean"
"Michael Jackson","Black Or White"
"Michael Jackson",Butterflies
"Michael Jackson","Dirty Diana"
"Michael Jackson","Don't Stop 'Til You Get Enough"
"Michael Jackson","In The Closet"
"Michael Jackson","Man In The Mirror"
"Michael Jackson","Off The Wall"
"Michael Jackson","Rock With You"
"Michael Jackson","Rockin' Robin"
"Michael Jackson","She's Out Of My Life"
"Michael Jackson","The Girl Is Mine"
"Michael Jackson","The Way You Make Me Feel"
"Michael Jackson",Thriller
"Michael Jackson","Wanna Be Startin' Somethin'"
"Michael Jackson","You Are Not Alone"
"Mickey Gilley","Stand By Me"
"Mike Posner","Cooler Than Me"
"Miley Cyrus","7 Things"
"Miley Cyrus","Party In The U.S.A."
"Miley Cyrus","See You Again"
"Miley Cyrus","The Climb"
"Milli Vanilli","All Or Nothing"
"Milli Vanilli","Blame It On The Rain"
"Milli Vanilli","Girl I'm Gonna Miss You"
"Milli Vanilli","Girl You Know It's True"
"Minnie Riperton","Lovin' You"
"Miranda Lambert","The House That Built Me"
Moby,"South Side"
Mocedades,"Eres Tú"
"Montell Jordan","This Is How We Do It"
"Mormon Tabernacle Choir","Battle Hymn of The Republic"
Mountain,"Mississippi Queen"
"Mr. Big","To Be With You"
"Mr. Mister","Broken Wings"
"Mr. Mister",Kyrie
"Mr. President","Coco Jamboo"
"Mungo Jerry","In The Summertime"
"Murray Head","One Night In Bangkok"
"Musical Youth","Pass The Dutchie"
Mystikal,"Shake Ya Ass"
Nas,"I Can"
"Nat King Cole","A Blossom Fell"
"Nat King Cole","Too Young"
"Natalie Cole","Miss You Like Crazy"
"Natasha Bedingfield","Love Like This"
"Natasha Bedingfield","These Words"
"Natasha Bedingfield",Unwritten
"Naughty By Nature",O.P.P.
Ne-Yo,"Because Of You"
Ne-Yo,Closer
Ne-Yo,Mad
Ne-Yo,"Sexy Love"
Ne-Yo,"So Sick"
"Neil Diamond",America
"Neil Diamond","Hello Again"
"Neil Diamond","Love On The Rocks"
"Neil Diamond","September Morn"
"Neil Diamond","Song Sung Blue"
"Neil Diamond","Sweet Caroline"
"Neil Sedaka","Bad Blood"
"Neil Sedaka","Breaking Up Is Hard To Do"
"Neil Sedaka","Stairway To Heaven"
"Neneh Cherry","Buffalo Stance"
"Nervous Norvus",Transfusion
"New Edition","Hit Me Off"
"New Edition","I'm Still In Love With You"
"New Kids On The Block","Cover Girl"
"New Kids On The Block","Hangin' Tough"
"New Kids On The Block","This One's For The Children"
Nickelback,"How You Remind Me"
Nickelback,Photograph
Nickelback,Rockstar
Nickelback,"Savin' Me"
Nickelback,Someday
"Night Ranger","Sentimental Street"
"Night Ranger","Sister Christian"
"Night Ranger","When You Close Your Eyes"
"Nina Sky","Move Ya Body"
Nirvana,"Smells Like Teen Spirit"
"No Doubt","Hey Baby"
"No Doubt","It's My Life"
"No Doubt","Just A Girl"
"No Doubt","Underneath It All"
"Norman Greenbaum","Spirit In The Sky"
OLIVER,"Good Morning Starshine"
"Oak Ridge Boys",Elvira
"Ohio Players",Fire
"Ohio Players","Love Rollercoaster"
"Oleta Adams","Get Here"
"Olivia Newton-John","Have You Never Been Mellow"
"Olivia Newton-John","Hopelessly Devoted To You"
"Olivia Newton-John","Please Mr Please"
Omarion,"Ice Box"
Omarion,O
OneRepublic,"All The Right Moves"
OneRepublic,"Good Life"
OneRepublic,Secrets
Onyx,Slam
Orleans,"Dance With Me"
Orleans,"Still The One"
"Otis Redding","(Sittin' On) The Dock Of The Bay"
OutKast,"Hey Ya!"
OutKast,"Ms. Jackson"
OutKast,Roses
OutKast,"The Way You Move"
"Owl City",Fireflies
"P.M. Dawn","Looking Through Patient Eyes"
"Paper Lace","The Night Chicago Died"
"Pat Benatar",Heartbreaker
"Pat Benatar","Love Is A Battlefield"
"Pat Benatar","We Belong"
"Pat Boone","I Almost Lost My Mind"
"Pat Boone","I'll Be Home"
"Pat Boone","Speedy Gonzales"
"Pat Boone","Why Baby Why"
"Patti Page","All My Love"
"Patti Page","Changing Partners"
"Patti Page","Cross Over The Bridge"
"Patti Page","I Went To Your Wedding"
"Patti Page","Mockin' Bird Hill"
"Patti Page","Old Cape Cod"
"Patti Page","Tennessee Waltz"
"Patti Smith","Because The Night"
"Paul Anka",Diana
"Paul Anka","Lonely Boy"
"Paul Anka","Love Me Warm And Tender"
"Paul Anka","Love Me Warm and Tender"
"Paul Anka","You Are My Destiny"
"Paul Carrack","Don't Shed A Tear"
"Paul McCartney","My Love"
"Paula Abdul","Blowing Kisses In The Wind"
"Paula Abdul","Cold Hearted"
"Paula Abdul","Forever Your Girl"
"Paula Abdul","Straight Up"
"Paula Abdul","The Promise Of A New Day"
"Pearl Jam","Last Kiss"
Pebbles,Girlfriend
Pebbles,"Giving You The Benefit"
"Percy Sledge","Take Time To Know Her"
"Percy Sledge","Take Time to Know Her"
"Percy Sledge","Take time to know her"
"Percy Sledge","When A Man Loves A Woman"
"Percy Sledge","When a Man Loves a Woman"
"Percy Sledge","When a man loves a woman"
"Perez Prado",Patricia
"Perry Como","Don't Let The Stars Get In Your Eyes"
"Perry Como",If
"Perry Como","Kewpie Doll"
"Perry Como","Papa Loves Mambo"
"Pet Shop Boys","Always On My Mind"
"Pet Shop Boys","West End Girls"
"Pete Townshend","Let My Love Open The Door"
"Peter And Gordon","A World Without Love"
"Peter And Gordon","I Go To Pieces"
"Peter And Gordon","Lady Godiva"
"Peter And Gordon","True Love Ways"
"Peter And Gordon",Woman
"Peter Frampton","I'm In You"
"Peter Frampton","Show Me The Way"
"Petula Clark","I Know A Place"
"Phil Collins","Another Day In Paradise"
"Phil Collins",Everyday
"Phil Collins","I Wish It Would Rain Down"
"Phil Collins","One More Night"
"Phil Collins","Something Happened On The Way To Heaven"
"Phil Collins",Sussudio
"Phil Collins","Two Hearts"
"Phil Collins","You Can't Hurry Love"
"Phoebe Snow","Poetry Man"
"Pink Floyd",Money
"Plain White T's","Hey There Delilah"
Platters,"My Prayer"
Platters,"Smoke Gets In Your Eyes"
Platters,"The Great Pretender"
Platters,"Twilight Time"
Player,"Baby Come Back"
"Procol Harum","A Whiter Shade Of Pale"
"Puddle Of Mudd",Blurry
"Puddle Of Mudd","She Hates Me"
"Quiet Riot","Cum On Feel The Noize"
"R. Dean Taylor","Indiana Wants Me"
"R. Kelly","Bump N' Grind"
"R. Kelly","Gotham City"
"R. Kelly","I Believe I Can Fly"
"R. Kelly",Ignition
"R. Kelly","Step In The Name Of Love"
"R. Kelly","Thoia Thoing"
"R. Kelly","When A Woman's Fed Up"
"R. Kelly","Your Body's Callin'"
"REO Speedwagon","Can't Fight This Feeling"
"REO Speedwagon","Keep On Loving You"
"REO Speedwagon","Keep The Fire Burnin'"
"REO Speedwagon","Take It On The Run"
"Rare Earth","(I Know) I'm Losing You"
"Rare Earth","Get Ready"
"Rare Earth","I Just Want To Celebrate"
"Rascal Flatts","Life Is A Highway"
"Ray Charles","Crying Time"
"Ray Charles","Georgia On My Mind"
"Ray Charles","What'd I Say"
"Ray J","One Wish"
"Ready For The World","Love You Down"
"Ready For The World","Oh Sheila"
Redbone,"Come And Get Your Love"
Redbone,"The Witch Queen Of New Orleans"
"Restless Heart","When She Cries"
"Richard Marx","Don't Mean Nothing"
"Richard Marx","Hold On To The Nights"
"Richard Marx","Keep Coming Back"
"Richard Marx","Now And Forever"
"Richard Marx",Satisfied
"Richard Marx","Should've Known Better"
"Richard Marx","Take This Heart"
"Rick Astley","Cry For Help"
"Rick Astley","Never Gonna Give You Up"
"Rick Astley","She Wants To Dance With Me"
"Rick Astley","Together Forever"
"Rick James","You And I"
"Rick Ross","The Boss"
"Rick Springfield","Affair Of The Heart"
"Rick Springfield","Don't Talk To Strangers"
"Rick Springfield","Jessie's Girl"
"Rick Springfield","Love Somebody"
"Rick Springfield","Speak To The Sky"
"Ricky Martin","Livin' La Vida Loca"
"Ricky Martin","Nobody Wants To Be Lonely"
"Ricky Martin","She's All I Ever Had"
"Ricky Nelson","Hello Mary Lou"
"Ricky Nelson","I Got A Feeling"
"Ricky Nelson","It's Late"
"Ricky Nelson","Just A Little Too Much"
"Ricky Nelson","Never Be Anyone Else But You"
"Ricky Nelson","Poor Little Fool"
"Ricky Nelson","Young Emotions"
"Right Said Fred","I'm Too Sexy"
Rihanna,Disturbia
Rihanna,"Don't Stop The Music"
Rihanna,"Hate That I Love You"
Rihanna,"Pon de Replay"
Rihanna,"Rude Boy"
Rihanna,SOS
Rihanna,"Shut Up And Drive"
Rihanna,"Take A Bow"
Rihanna,Unfaithful
"Ringo Starr","Oh My My"
"Rita Coolidge","We're All Alone"
"Ritchie Valens",Donna
"Robbie Dupree","Steal Away"
"Robbie Nevil","C'est La Vie"
"Robert Palmer","Addicted To Love"
"Robert Palmer","Every Kinda People"
"Robert Palmer","I Didn't Mean To Turn You On"
"Robin Thicke","Lost Without U"
Rockwell,"Somebody's Watching Me"
"Roger Miller",Chug-A-Lug
"Roger Miller","Dang Me"
"Roger Miller","King Of The Road"
"Roger Miller","King of the Road"
"Ronnie Milsap","Any Day Now"
"Ronnie Milsap","It Was Almost Like A Song"
"Ronnie Milsap","Smoky Mountain Rain"
"Rosanne Cash","Seven Year Ache"
"Rose Royce","Car Wash"
"Rose Royce","I Wanna Get Next To You"
"Rosemary Clooney",Botch-A-Me
"Rosemary Clooney","Come On-A My House"
Roxette,"The Look"
"Roy Orbison","In Dreams"
"Roy Orbison","It's Over"
"Roy Orbison","Mean Woman Blues"
"Roy Orbison","Running Scared"
"Ruben Studdard","Flying Without Wings"
"Ruben Studdard","Sorry 2004"
"Rufus Thomas","Walking The Dog"
"Rufus Thomas","Walking the dog"
"S Club 7","Never Had A Dream Come True"
SWV,Anything
SWV,"I'm So Into You"
SWV,Weak
SWV,"You're The One"
Sade,"Smooth Operator"
Sade,"The Sweetest Taboo"
Sailcat,"Motorcycle Mama"
"Sam Cooke",Shake
"Sam Cooke","Wonderful World"
"Sam Cooke","You Send Me"
"Sam and Dave","I Thank You"
"Sam and Dave","Soul Man"
"Sara Bareilles","Love Song"
"Sarah McLachlan",Adia
"Sarah McLachlan",Angel
"Sarah McLachlan","Building A Mystery"
"Savage Garden","Crash And Burn"
"Savage Garden","I Knew I Loved You"
"Savage Garden","I Want You"
"Savage Garden","Truly Madly Deeply"
"Saving Abel",Addicted
"Scritti Politti","Perfect Way"
"Sean Kingston","Beautiful Girls"
"Sean Kingston","Fire Burning"
"Sean Kingston","Take You There"
"Sean Paul","Gimme The Light"
"Sean Paul",TEMPERATURE
"Sean Paul",Temperature
"Sergio Mendes","Never Gonna Let You Go"
Shaggy,"It Wasn't Me"
Shai,"Baby I'm Yours"
Shai,"If I Ever Fall In Love"
Shalamar,"Dancing In The Sheets"
Shalamar,"Dead Giveaway"
Shalamar,"The Second Time Around"
"Shania Twain","Forever And For Always"
"Shania Twain","From This Moment On"
"Shania Twain","Man! I Feel Like A Woman!"
"Shania Twain","You're Still The One"
Shanice,"I Love Your Smile"
Shannon,"Let The Music Play"
"Shawn Colvin","Sunny Came Home"
"Shawn Mullins",Lullaby
"Sheena Easton","For Your Eyes Only"
"Sheena Easton","Sugar Walls"
"Sheena Easton","The Lover In Me"
"Sheryl Crow","All I Wanna Do"
"Sheryl Crow","Everyday Is A Winding Road"
"Sheryl Crow","If It Makes You Happy"
"Sheryl Crow","Soak Up The Sun"
"Sheryl Crow","The First Cut Is The Deepest"
Shirelles,"Baby It's You"
Shirelles,"Dedicated To The One I Love"
Shirelles,"Foolish Little Girl"
Shirelles,"Soldier Boy"
"Simple Minds","Alive and Kicking"
"Simply Red","Holding Back The Years"
"Sir Douglas Quintet","She's About A Mover"
"Sir Mix-A-Lot","Baby Got Back"
Sisqo,Incomplete
Sisqo,"Thong Song"
"Sister Hazel","All For You"
"Sister Sledge","He's The Greatest Dancer"
"Sister Sledge","We Are Family"
Skee-Lo,"I Wish"
"Skeeter Davis","I Can't Stay Mad At You"
"Skeeter Davis","The End Of The World"
"Skeeter Davis","The End of the World"
Skyliners,"Since I Don't Have You"
"Slim Harpo","Baby Scratch My Back"
"Smash Mouth","All Star"
"Smokey Robinson","Being With You"
"Smokey Robinson","Cruisin'"
"Smokey Robinson","Just To See Her"
"Snoop Dogg","Sensual Seduction"
"Snow Patrol","Chasing Cars"
"Soft Cell","Tainted Love"
Sonique,"It Feels So Good"
"Sophie B. Hawkins","As I Lay Me Down"
"Sophie B. Hawkins","Damn I Wish I Was Your Lover"
"Soul Asylum",Misery
"Soul Asylum","Runaway Train"
"Soul For Real","Candy Rain"
"Soulja Boy Tell'em","Turn My Swag On"
"Sounds Orchestral","Cast Your Fate To The Wind"
"Spandau Ballet",True
"Spencer Davis Group","Gimme Some Lovin'"
"Spice Girls","2 Become 1"
"Spice Girls","Spice Up Your Life"
"Spice Girls","Too Much"
Spinners,"The Rubberband Man"
Starship,"Nothing's Gonna Stop Us Now"
Starship,Sara
Starship,"We Built This City"
"Stealers Wheel","Stuck In The Middle With You"
"Steely Dan","Deacon Blues"
"Steely Dan","Do It Again"
"Steely Dan","Hey Nineteen"
"Steely Dan",Peg
"Steely Dan","Reelin' In The Years"
"Steely Dan","Rikki Don't Lose That Number"
Steppenwolf,"Born To Be Wild"
Steppenwolf,"Magic Carpet Ride"
"Steve Forbert","Romeo's Tune"
"Steve Miller Band",Abracadabra
"Steve Miller Band","Take The Money And Run"
"Steve Miller Band","The Joker"
"Steve Winwood",Valerie
"Stevie B","Because I Love You"
"Stevie Nicks","Stand Back"
"Stevie Nicks","Talk To Me"
"Stevie Wonder","Go Home"
"Stevie Wonder","Higher Ground"
"Stevie Wonder","I Just Called To Say I Love You"
"Stevie Wonder","I Was Made To Love Her"
"Stevie Wonder","If You Really Love Me"
"Stevie Wonder","Living For The City"
"Stevie Wonder","Part-Time Lover"
"Stevie Wonder",Superstition
"Stevie Wonder","You Are The Sunshine Of My Life"
"Strawberry Alarm Clock","Incense And Peppermints"
"Stray Cats","Stray Cat Strut"
Styx,Babe
Styx,"Don't Let It End"
Styx,"The Best Of Times"
"Sugar Ray","Every Morning"
"Sunshine Anderson","Heard It All Before"
Supertramp,"Give A Little Bit"
Supertramp,"Take The Long Way Home"
Supremes,"Baby Love"
Supremes,"Stop! In The Name Of Love"
Surface,"Shower Me With Your Love"
Surface,"The First Time"
Survivor,"Burning Heart"
Survivor,"EYE OF THE TIGER"
Survivor,"Eye Of The Tiger"
Survivor,"I Can't Hold Back"
Survivor,"Is This Love"
Survivor,"The Search Is Over"
"Suzanne Vega",Luka
"Suzi Quatro","Stumblin' In"
"Sweet Sensation","If Wishes Came True"
"Swing Out Sister",Breakout
Switchfoot,"Meant To Live"
T-Pain,"I'm Sprung"
"Taio Cruz","Break Your Heart"
Tavares,"Heaven Must Be Missing An Angel"
Tavares,"It Only Takes A Minute"
"Taylor Dayne","Don't Rush me"
"Taylor Dayne","I'll Always Love You"
"Taylor Dayne","Love Will Lead You Back"
"Taylor Dayne","Prove Your Love"
"Taylor Dayne","Tell It To My Heart"
"Taylor Dayne","Tell it to My Heart"
"Taylor Swift","Love Story"
"Taylor Swift","Our Song"
"Taylor Swift","Teardrops On My Guitar"
"Taylor Swift","Teardrops on my Guitar"
"Taylor Swift","Today Was A Fairytale"
"Taylor Swift","White Horse"
"Taylor Swift","You Belong With Me"
"Tears For Fears","Break It Down Again"
"Tears For Fears","Everybody Wants To Rule The World"
"Tears For Fears","Head Over Heels"
"Tears For Fears",Shout
"Tears For Fears","Sowing The Seeds Of Love"
Technotronic,"Pump Up The Jam"
